id,date,entity_id,vendor_name,description,amount,true_category,anomaly_type,tier
ac37fad6-d32a-4341-8c6e-6b8542486592,2025-10-12,ent_004,Uber Trip,Uber Trip - conference travel,-1100.99,Travel,,obvious
3c741e75-6088-4803-b907-f7b30984fd9a,2026-02-21,ent_003,Costco Wholesale,Costco Wholesale - paper goods,-34.56,Office Supplies,,ambiguous
81cb9c23-cba7-417f-80ec-830401cc7483,2025-06-25,ent_002,Home Depot,Home Depot - generator,-2440.86,Equipment,,ambiguous
065f2533-1f6f-4cac-ad83-d487605646d1,2026-01-29,ent_002,Square Payment,Square Payment - vendor payment via Square,-257.46,Cost of Goods Sold,,ambiguous
e8f39d1a-7ef4-4f09-8b80-67c66071cb10,2026-01-20,ent_003,Marcum LLP Accounting,Marcum LLP Accounting - legal consultation,-2292.0,Professional Fees,,obvious
d91fdf84-c72c-4b91-9448-0c4ae9a96a8a,2025-11-06,ent_001,Costco Wholesale,Costco Wholesale - beverages,-680.77,Cost of Goods Sold,,ambiguous
ab3c01a3-8de9-414e-9934-9a47588050da,2025-07-19,ent_004,Home Depot,Home Depot - power tools,-960.43,Equipment,,ambiguous
6bde3fe0-57e9-46c1-8f1b-eb763eb6323d,2025-06-22,ent_004,Amazon,Amazon - printer ink,-53.83,Office Supplies,,ambiguous
4f99371a-a2f2-4c0a-a325-b36e4005825d,2025-12-13,ent_001,Home Depot Pro,Home Depot Pro - hardware order,-1135.81,Materials & Supplies,,obvious
eda8b7c2-98e3-4e05-961f-cb4412fdfcfd,2026-02-11,ent_003,Gusto Payroll Services,Gusto Payroll Services - biweekly payroll run,-8798.46,Payroll,,obvious
e9d7b51f-27cb-4656-bb09-e025cb0ca0ee,2026-01-27,ent_004,Delta Air Lines,Delta Air Lines - business trip - flight,-734.5,Travel,,obvious
45aba54b-28e9-452b-897f-690d1b7d2de5,2026-02-11,ent_002,Costco Wholesale,Costco Wholesale - staff lunch,-250.22,Meals & Entertainment,,ambiguous
47fd20bc-140a-4abe-89a8-da8fd7db1a9a,2025-10-30,ent_001,Marcum LLP Accounting,Marcum LLP Accounting - monthly retainer,-562.42,Professional Fees,,obvious
a0579895-5b89-4276-b352-e6e5e9d2b6d3,2025-10-04,ent_001,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - overdraft fee,-1014.0,Bank Fees,,obvious
3c66d634-4dfb-44ec-ac5c-875a38b6147c,2026-03-23,ent_002,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle [1 of 2 - possible split to avoid approval threshold],-42.99,Repairs & Maintenance,split_transaction,anomaly
e8242ecf-fddc-4bd4-a630-923c61c0fcfc,2026-02-20,ent_003,Microsoft 365,Microsoft 365 - cloud hosting charge,-2041.29,Software & Subscriptions,,obvious
87e5e188-3030-4cd3-b0f5-67f210a63887,2025-10-27,ent_004,Meta Ads,Meta Ads - local promo campaign,-2176.03,Marketing,,obvious
498d5aef-d535-4852-8775-8fc55c3bb92a,2025-11-03,ent_001,Downtown Realty Holdings,Downtown Realty Holdings - rent - storefront,-7439.2,Rent,,obvious
43d2d4e0-aaa5-49ec-a135-37e272a29581,2026-03-17,ent_004,Toast POS,Toast POS - monthly subscription,-348.62,Software & Subscriptions,,obvious
15f3c29e-47cc-4e27-a0fd-4194fd723aed,2026-02-22,ent_003,Delta Air Lines,Delta Air Lines - business trip - flight,-1637.7,Travel,,obvious
caa34214-f0da-4da8-9ff3-f456db0195b1,2025-08-28,ent_001,Ferguson Building Materials,Ferguson Building Materials - building supply restock,-2418.34,Materials & Supplies,,obvious
f24738cc-2783-4cd2-9684-9cb02e22418d,2025-09-21,ent_003,Local Farms Co-op,Local Farms Co-op - beverage order,-59.01,Cost of Goods Sold,,obvious
6e48ac04-dee1-4bc1-95ab-bf65e6091532,2025-09-06,ent_002,Chase Business Banking Fee,Chase Business Banking Fee - overdraft fee,-2212.9,Bank Fees,,obvious
393bef95-5a27-4103-97c0-de12dce0c1a6,2025-07-16,ent_002,Amazon,Amazon - mixer,-1378.44,Equipment,,ambiguous
4a23d442-8478-41c1-88b6-7cd8330b5cc2,2025-07-06,ent_003,Downtown Realty Holdings,Downtown Realty Holdings - rent - storefront,-4235.36,Rent,,obvious
d9538951-e616-4937-a748-b36384dcfd83,2026-03-07,ent_004,Costco Wholesale,Costco Wholesale - staff lunch,-84.81,Meals & Entertainment,,ambiguous
a0a1929d-3856-44bc-93bd-5cee6baf00ec,2025-09-03,ent_002,Uber Trip,Uber Trip - business trip - flight [unusually large vs vendor history],-5220.79,Travel,outlier_amount,anomaly
b57f936a-fcf4-4bf7-841c-58ddd319777a,2026-06-01,ent_002,Uber Trip,Uber Trip - conference travel,-288.08,Travel,,obvious
4b93551f-28fc-4d3f-8b09-ef8891d997ad,2026-01-15,ent_001,Uber Trip,Uber Trip - client visit - rideshare,-1735.63,Travel,,obvious
8fe66cdb-e292-4a1b-a4ad-717604aaef74,2026-05-26,ent_004,National Grid,National Grid - internet & phone service,-1304.54,Utilities,,obvious
4e4e5301-fcd5-44b7-90b3-54318ac517c9,2026-05-12,ent_003,Gusto Payroll Services,Gusto Payroll Services - payroll - salaried staff,-3281.12,Payroll,,obvious
c3d1962d-7781-4c0b-b06f-fed0a1b2b727,2026-05-13,ent_004,Home Depot,Home Depot - lumber,-1920.48,Materials & Supplies,,ambiguous
632f2e6f-1170-4a60-afe1-f43ea2eb0b22,2026-04-20,ent_002,Square Payment,Square Payment - contractor invoice via Square,-343.65,Subcontractor Payments,,ambiguous
da92a62e-c92e-4c0c-a69d-8428d2f3d005,2026-01-05,ent_002,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-91.18,Bank Fees,,obvious
469e1cfd-1ac0-447d-ae94-25b1e74ada6e,2025-10-09,ent_004,Google Ads,Google Ads - social media ads,-2200.11,Marketing,,obvious
513980fc-2d56-43b2-8722-b6d91477452d,2026-04-10,ent_004,Shell Gas Station,Shell Gas Station - fuel - business trip,-47.58,Travel,,ambiguous
81334239-401b-457f-b350-12b8f0f527c4,2026-04-27,ent_003,Apex Electrical Contracting,Apex Electrical Contracting - subcontractor invoice,-675.88,Subcontractor Payments,,obvious
0004a20b-a0c1-449a-a8a3-b025fae340dd,2025-11-20,ent_004,84 Lumber,84 Lumber - hardware order,-403.22,Materials & Supplies,,obvious
b7824329-0f8f-416c-aab4-daa231bea0dd,2025-09-10,ent_003,84 Lumber,84 Lumber - hardware order,-39.4,Materials & Supplies,,obvious
fdbd3e11-d784-4132-b39e-6a4e5e555666,2026-02-21,ent_002,ADP Payroll,Payroll run - processed Saturday (off-cycle),-3850.5,Payroll,off_hours_payroll,anomaly
720f0e53-7c4f-4078-b320-7d0b7f52aca0,2026-06-01,ent_003,Reliable Plumbing Co,Reliable Plumbing Co - subcontractor invoice,-366.65,Subcontractor Payments,,obvious
2613cabb-e913-45d3-adf4-2333c3db017d,2025-12-09,ent_004,Slack,Slack - annual license renewal,-2176.66,Software & Subscriptions,,obvious
8ccb4cc8-8cb1-4610-98a4-29180b746b7d,2025-10-22,ent_002,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-1760.81,Bank Fees,,obvious
84126c0c-b36a-4d19-9852-797299b8c029,2025-08-26,ent_001,Gusto Payroll Services,Gusto Payroll Services - payroll - salaried staff,-6610.93,Payroll,,obvious
59b70ee9-2171-4e78-a203-95083c36c45c,2026-06-17,ent_004,Verizon Fios,Verizon Fios - internet & phone service,-709.91,Utilities,,obvious
fd73fdb6-9479-4e59-9619-37234c16f7ce,2026-03-26,ent_003,Amazon,Amazon - pens,-98.63,Office Supplies,,ambiguous
825d09d4-b8e0-4ace-97b2-67634db72c63,2026-03-17,ent_002,Meta Ads,Meta Ads - social media ads,-736.31,Marketing,,obvious
2782eca7-deb7-46b8-916a-10f6e3af7336,2026-01-23,ent_002,Marcum LLP Accounting,Marcum LLP Accounting - monthly retainer,-1659.93,Professional Fees,,obvious
2f98eba9-4a05-4c38-8e6e-9cf35bbb8ecc,2026-02-19,ent_003,84 Lumber,84 Lumber - hardware order,-2049.59,Materials & Supplies,,obvious
7e4cb911-ce67-4254-bf88-ff1b9c33523f,2025-12-24,ent_001,Paychex Inc,Paychex Inc - biweekly payroll run,-4986.85,Payroll,,obvious
7eb851b5-b251-47f8-b3c5-f61e5179c31b,2025-09-27,ent_004,Square Payment,Square Payment - contractor invoice via Square,-2894.65,Subcontractor Payments,,ambiguous
588653dc-199f-4374-9709-883df6b071a4,2026-02-01,ent_003,Costco Wholesale,Costco Wholesale - produce,-841.24,Cost of Goods Sold,,ambiguous
1aa7fdd6-d539-495a-90ea-a07581ef1131,2025-08-23,ent_002,National Grid,National Grid - internet & phone service,-1220.81,Utilities,,obvious
20def468-eed3-4127-b5b1-f9668ff608d3,2025-09-08,ent_004,Enterprise Rent-A-Car,Enterprise Rent-A-Car - business trip - flight [1 of 2 - possible split to avoid approval threshold],-522.4,Travel,split_transaction,anomaly
28793e8c-cbcc-4087-b9f3-77f4db29f85f,2025-09-10,ent_003,Square Payment,Square Payment - contractor invoice via Square,-4862.32,Subcontractor Payments,,ambiguous
2e4a7ca2-084b-4bc9-8ecf-de313b34b6cb,2025-09-15,ent_002,Restaurant Depot,Restaurant Depot - bulk ingredient restock,-1298.15,Cost of Goods Sold,,obvious
5bcfb9a0-fce4-499f-9d7c-0b120492d906,2025-08-27,ent_001,Yelp Ads,Yelp Ads - ad campaign spend,-1487.68,Marketing,,obvious
d6617ef1-1ed9-4e43-a659-c8d858d7b512,2026-03-31,ent_003,84 Lumber,84 Lumber - building supply restock,-490.79,Materials & Supplies,,obvious
965fe21f-6e1a-4e7a-82d2-35d87d299526,2025-07-31,ent_002,Marcum LLP Accounting,Marcum LLP Accounting - tax prep services,-2446.28,Professional Fees,,obvious
b06055c6-299a-4fc1-abb3-3fb5bb036ba7,2026-02-26,ent_002,Home Depot,Home Depot - generator,-496.46,Equipment,,ambiguous
632cc2b2-f499-4123-a736-e7da6ef104dd,2025-12-14,ent_002,Westfield Property Management,Westfield Property Management - rent - storefront,-6101.14,Rent,,obvious
8afec714-8a68-4f0f-bbdc-bac80c491890,2026-01-20,ent_001,Amazon,Amazon - tools,-2004.14,Equipment,,ambiguous
c97a4ec7-2786-4fe2-a7c7-0aa775f0e64b,2026-02-11,ent_001,Paychex Inc,Paychex Inc - biweekly payroll run,-12296.71,Payroll,,obvious
73ab86b9-cc82-40de-a16c-c5a3bb8d76b2,2026-03-13,ent_002,Home Depot,Home Depot - power tools,-1502.55,Equipment,,ambiguous
2d24b7b3-6033-4b1a-9d0e-ee857dde31a4,2026-05-27,ent_002,Summit Roofing LLC,Summit Roofing LLC - trade contractor payment,-1398.51,Subcontractor Payments,,obvious
52406c72-4e5d-422d-b661-32cee4de0b22,2025-12-15,ent_003,Square Payment,Square Payment - contractor invoice via Square [1 of 2 - possible split to avoid approval threshold],-1686.68,Subcontractor Payments,split_transaction,anomaly
f1c8e271-93d4-40ee-98b3-d0ddda15fe94,2026-04-03,ent_001,Amazon,Amazon - tools,-1800.96,Equipment,,ambiguous
e502747c-dd90-43e7-800f-9a30dbda1a84,2026-02-22,ent_001,Local Farms Co-op,Local Farms Co-op - produce delivery,-2109.51,Cost of Goods Sold,,obvious
13bed472-d343-4289-97fb-9bf4d82eb1d2,2025-10-04,ent_003,Ferguson Building Materials,Ferguson Building Materials - building supply restock,-276.93,Materials & Supplies,duplicate,anomaly
6e9eb714-9d68-4875-a7e0-ea8442212d63,2025-08-14,ent_001,Manual Journal Entry,Manual adjustment - owner draw adjustment,-500,Equipment,round_number_manual,anomaly
bbaf04ee-d0d7-4103-98e5-e020ff268815,2026-03-26,ent_002,84 Lumber,84 Lumber - job site materials,-1719.58,Materials & Supplies,,obvious
d7987fdd-b860-41d4-bcfc-05bdc172009d,2026-05-09,ent_003,Square Payment,Square Payment - contractor invoice via Square,-2290.8,Subcontractor Payments,,ambiguous
08bbf23a-99e2-45f5-bbd4-b6f58154ed29,2026-03-13,ent_001,Yelp Ads,Yelp Ads - ad campaign spend,-1335.9,Marketing,,obvious
23964977-b550-4dc7-8e38-db2a302856a4,2025-09-03,ent_003,Square Payment,Square Payment - vendor payment via Square,-436.9,Cost of Goods Sold,,ambiguous
e379d77c-a12f-4194-8124-04c13115685c,2025-11-20,ent_004,Goldfarb & Associates Legal,Goldfarb & Associates Legal - legal consultation,-1769.42,Professional Fees,,obvious
1f69c8b2-bce4-423d-9da0-8587d825542d,2026-02-05,ent_001,Home Depot,Home Depot - generator,-2236.3,Equipment,,ambiguous
fbadf543-e749-4cde-9312-71728127842b,2026-02-17,ent_004,Costco Wholesale,Costco Wholesale - produce,-1402.29,Cost of Goods Sold,,ambiguous
832e29e7-0199-4334-a528-11f8b0eaf05f,2025-08-09,ent_003,Yelp Ads,Yelp Ads - social media ads,-360.44,Marketing,,obvious
5047726c-1365-4671-a1fe-0953354e0c7c,2025-08-12,ent_004,Yelp Ads,Yelp Ads - social media ads,-1500.49,Marketing,,obvious
f0736760-269f-4639-a647-bc944e4ea960,2025-09-22,ent_002,Square Payment,Square Payment - vendor payment via Square,-527.12,Cost of Goods Sold,,ambiguous
c4a00f9b-e6e6-4468-a58b-6418c43a35a6,2025-10-06,ent_002,Home Depot,Home Depot - concrete,-689.94,Materials & Supplies,,ambiguous
e0ea415a-9f9a-4aea-9749-c1200a37e9b4,2025-12-25,ent_003,Downtown Realty Holdings,Downtown Realty Holdings - monthly lease payment,-7141.92,Rent,,obvious
6c9421f9-637a-4012-964f-76ab20619928,2026-04-15,ent_001,Amazon,Amazon - pens,-168.62,Office Supplies,,ambiguous
74540287-32e7-4b47-a240-630d2d85a9ff,2026-05-05,ent_004,Home Depot,Home Depot - lumber,-1207.03,Materials & Supplies,,ambiguous
4e8209ee-3de1-4b5c-a5de-0450eff47760,2026-01-18,ent_002,Enterprise Rent-A-Car,Enterprise Rent-A-Car - business trip - flight,-1685.79,Travel,,obvious
c00c69f2-de2e-434c-8442-1b262510c6ba,2026-05-02,ent_004,Verizon Fios,Verizon Fios - water & sewer,-492.22,Utilities,,obvious
f5311fae-675f-4d54-b7fa-101fe6aacfbb,2026-04-13,ent_004,Local Farms Co-op,Local Farms Co-op - beverage order,-1402.07,Cost of Goods Sold,,obvious
8cf55697-b26f-4dc0-a467-07e394e08e58,2025-09-05,ent_004,AWS,AWS - monthly subscription,-1156.55,Software & Subscriptions,,obvious
95cd981f-df8f-4912-b5d3-4ed122182b6f,2026-02-21,ent_002,Paychex Inc,Paychex Inc - biweekly payroll run,-15195.79,Payroll,,obvious
8a1c71f8-5302-40ba-8e06-f81bca72768b,2025-09-03,ent_002,Reliable Plumbing Co,Reliable Plumbing Co - trade contractor payment,-969.48,Subcontractor Payments,,obvious
6d909d0b-8115-4027-a940-688d91170902,2025-07-11,ent_002,Summit Roofing LLC,Summit Roofing LLC - milestone payment,-2377.95,Subcontractor Payments,,obvious
cc4f787d-ab67-4f44-93b4-2e76c2412bca,2025-12-28,ent_003,Square Payment,Square Payment - vendor payment via Square,-410.03,Cost of Goods Sold,,ambiguous
f7f2eff8-294b-4656-a32a-7df748a7eece,2026-06-19,ent_003,Hartford Insurance Group,Hartford Insurance Group - workers comp premium,-682.59,Insurance,,obvious
1b65fdb9-3c09-4add-815f-585ab2c52827,2025-09-11,ent_001,Marcum LLP Accounting,Marcum LLP Accounting - legal consultation,-1634.27,Professional Fees,,obvious
5dcf9ff6-abe8-47d6-b725-6ba7213fa096,2025-11-25,ent_003,Enterprise Rent-A-Car,Enterprise Rent-A-Car - business trip - flight,-945.17,Travel,,obvious
634c7fc3-283c-41fc-a8aa-b2c396d41200,2026-01-06,ent_001,Square Payment,Square Payment - contractor invoice via Square,-2801.72,Subcontractor Payments,,ambiguous
1b4739f4-ebe7-4576-9274-4f0423043641,2025-09-06,ent_001,Marcum LLP Accounting,Marcum LLP Accounting - tax prep services,-1304.01,Professional Fees,,obvious
27653377-5c82-448a-94b7-3cd74dcf7284,2025-06-20,ent_003,ConEd,ConEd - water & sewer,-2328.45,Utilities,,obvious
45c81671-8ad1-4aa7-a8b8-f52e8756d45c,2025-08-13,ent_001,Uber Trip,Uber Trip - business trip - flight,-1381.03,Travel,,obvious
c1070d9b-9160-4cd6-938e-225e6107fd0f,2026-02-06,ent_001,Home Depot,Home Depot - lumber,-1233.53,Materials & Supplies,,ambiguous
cf45398c-4a64-4483-bb7a-d77bc264ce5a,2025-09-07,ent_003,National Grid,National Grid - internet & phone service,-274.93,Utilities,,obvious
28705b27-41de-4b0f-a564-4f17b9e098e3,2025-11-04,ent_004,Square Payment,Square Payment - vendor payment via Square,-113.1,Cost of Goods Sold,,ambiguous
310549fd-3cfc-46ba-a254-1873df1f9f85,2026-04-01,ent_002,Restaurant Depot,Restaurant Depot - produce delivery [1 of 2 - possible split to avoid approval threshold],-822.23,Cost of Goods Sold,split_transaction,anomaly
2783476c-c3ab-4c58-a8c5-15e91eba3989,2026-02-12,ent_002,GitHub,GitHub - annual license renewal,-2117.92,Software & Subscriptions,,obvious
6a994f9e-d053-4330-8012-bb810ba5668c,2026-04-21,ent_003,US Foods,US Foods - produce delivery,-2405.95,Cost of Goods Sold,,obvious
a7e567a1-5789-4782-a26b-af17a277a7f9,2025-06-21,ent_001,Downtown Realty Holdings,Downtown Realty Holdings - monthly lease payment,-6315.73,Rent,,obvious
2c7b7216-3553-40ff-a20e-631ccab77f8c,2025-11-30,ent_002,Chase Business Banking Fee,Chase Business Banking Fee - monthly account fee,-775.55,Bank Fees,,obvious
e3439c13-f91a-47c5-96b4-12931273cc01,2025-08-25,ent_003,Costco Wholesale,Costco Wholesale - cleaning supplies,-66.26,Office Supplies,,ambiguous
28127011-6b64-4526-9fe0-cf201d3692b0,2025-10-12,ent_001,Costco Wholesale,Costco Wholesale - team event catering,-295.78,Meals & Entertainment,,ambiguous
713b1d0d-a555-4e22-b581-6aa10525c906,2025-09-10,ent_003,Paychex Inc,Paychex Inc - payroll - salaried staff,-17824.97,Payroll,,obvious
45eee3a6-5d51-4332-97dd-58210708fb91,2025-07-13,ent_001,Costco Wholesale,Costco Wholesale - staff lunch,-216.87,Meals & Entertainment,,ambiguous
68fed7c3-2713-47ff-b7e7-44f155020af4,2026-01-24,ent_001,ADP Payroll,Payroll run - processed Saturday (off-cycle),-8688.12,Payroll,off_hours_payroll,anomaly
118cb1ff-83f6-44f0-88fe-53d547a51ba3,2026-05-22,ent_004,Restaurant Depot,Restaurant Depot - beverage order,-700.9,Cost of Goods Sold,,obvious
f394221b-e8a9-4130-a3b1-45b58d2a61e2,2025-08-03,ent_004,State Farm Commercial,State Farm Commercial - monthly premium,-1488.4,Insurance,,obvious
fb2fb846-b7b2-4d76-911d-6e738d9b46b8,2026-01-03,ent_001,Amazon,Amazon - pens,-137.72,Office Supplies,,ambiguous
bb93fd29-325c-4ec3-bc56-9d2254217e79,2026-05-08,ent_003,Verizon Fios,Verizon Fios - monthly electric bill,-1667.64,Utilities,,obvious
3aa1eff4-a3df-4f2a-af2b-85704e10bf6d,2025-11-30,ent_004,Yelp Ads,Yelp Ads - social media ads,-132.64,Marketing,,obvious
2832ff16-d1f7-498b-bbf7-d2768eac257c,2025-11-12,ent_001,AWS,AWS - annual license renewal,-908.99,Software & Subscriptions,,obvious
6e3f7040-7c8f-4385-a453-ec63f323d2e1,2026-04-11,ent_003,Shell Gas Station,Shell Gas Station - fuel - business trip,-109.67,Travel,,ambiguous
9a46f335-751f-4dce-8eda-3e7a27e0b5f3,2025-09-09,ent_002,Downtown Realty Holdings,Downtown Realty Holdings - monthly lease payment,-4775.74,Rent,,obvious
27d63cfd-3c2f-4051-82ad-f731322e1d6a,2026-01-13,ent_001,Manual Journal Entry,Manual adjustment - reclass entry,-1000,Materials & Supplies,round_number_manual,anomaly
a94cff73-4799-4f2b-8214-f6404819295d,2025-06-28,ent_002,Delta Air Lines,Delta Air Lines - business trip - flight,-1392.33,Travel,,obvious
a7af729c-b61c-4e98-b71d-f87c639fb703,2025-08-03,ent_001,Square Payment,Square Payment - vendor payment via Square,-292.05,Cost of Goods Sold,,ambiguous
c7585f0e-008b-487c-8c5a-e23a0c9dcd9d,2025-11-13,ent_004,Home Depot,Home Depot - power tools,-1838.77,Equipment,,ambiguous
3bc79dd0-3db5-49fe-a29d-de30cb8a195c,2026-04-18,ent_003,Meta Ads,Meta Ads - local promo campaign,-2117.81,Marketing,,obvious
6df7ec7c-a538-4230-b8f4-27211634c8dd,2026-01-13,ent_002,Square Payment,Square Payment - contractor invoice via Square,-2136.44,Subcontractor Payments,,ambiguous
b69f7329-1e02-4e08-88cc-be39d71ff407,2025-09-22,ent_003,Home Depot,Home Depot - site materials,-1315.58,Materials & Supplies,,ambiguous
c61aa05f-18ec-4184-ad75-45797ac1dee8,2025-11-11,ent_002,Home Depot,Home Depot - power tools,-1450.83,Equipment,,ambiguous
58c1896e-c9a6-491a-a348-c4869c72dc90,2026-01-16,ent_002,Summit Roofing LLC,Summit Roofing LLC - trade contractor payment,-330.42,Subcontractor Payments,,obvious
f886e763-ac4e-4d44-82dd-c27ace3e0d30,2025-10-16,ent_003,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - monthly account fee,-2498.45,Bank Fees,,obvious
d942093a-9d2e-4526-b6f7-38928c54d6a6,2025-10-02,ent_003,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-1695.56,Bank Fees,,obvious
6597f797-72b8-4d68-a646-7c99281d31e6,2025-10-01,ent_001,84 Lumber,84 Lumber - job site materials [unusually large vs vendor history],-2207.99,Materials & Supplies,outlier_amount,anomaly
da51e6c9-b285-4aca-b135-33050cfb0c35,2025-07-12,ent_001,Wire Transfer Fee - JPM,Wire Transfer Fee - JPM - wire transfer fee,-846.6,Bank Fees,,obvious
8fbb58ea-e331-4e16-8179-3f090069d039,2026-05-29,ent_001,Goldfarb & Associates Legal,Goldfarb & Associates Legal - monthly retainer,-747.74,Professional Fees,,obvious
96a58ee9-9ba7-4999-aafa-172c6496a4f5,2026-05-28,ent_001,Home Depot,Home Depot - concrete [unusually large vs vendor history],-12383.77,Materials & Supplies,outlier_amount,anomaly
5c9b484d-07d9-4e3b-b64c-1fc36e582853,2025-06-30,ent_004,Home Depot,Home Depot - hardware fix,-580.39,Repairs & Maintenance,,ambiguous
6e6f502b-428e-4cb9-9e99-704ebfe0c2b2,2026-04-01,ent_002,Apex Electrical Contracting,Apex Electrical Contracting - trade contractor payment,-1657.86,Subcontractor Payments,,obvious
bc17bc76-5506-4f0a-8698-dc35a37f65f6,2026-05-15,ent_001,ConEd,ConEd - monthly electric bill,-2151.9,Utilities,,obvious
935a58a8-f784-401b-89a6-a2c5ed23aa88,2025-11-27,ent_001,Costco Wholesale,Costco Wholesale - bulk ingredients,-1486.94,Cost of Goods Sold,,ambiguous
5b24b283-44cd-4c43-97d6-ee1e40f770d0,2025-08-27,ent_003,Home Depot,Home Depot - concrete,-3810.97,Materials & Supplies,,ambiguous
3bfce4ae-2953-49ee-8fa7-214473d0adb2,2025-07-02,ent_002,Paychex Inc,Paychex Inc - biweekly payroll run,-14143.22,Payroll,,obvious
16a12fbd-12ba-456a-b874-a24c553ad9b5,2026-05-16,ent_002,84 Lumber,84 Lumber - hardware order,-2200.73,Materials & Supplies,,obvious
b8af33e7-bbfa-4a3b-9bab-0be2e7ab17e7,2026-01-20,ent_001,Ferguson Building Materials,Ferguson Building Materials - hardware order,-345.9,Materials & Supplies,,obvious
4b2d6652-2408-4c85-9738-0a8cea5d47e1,2025-11-07,ent_001,Summit Roofing LLC,Summit Roofing LLC - subcontractor invoice,-786.15,Subcontractor Payments,,obvious
29450fe5-003e-48c3-93d0-373d03496993,2026-03-08,ent_002,Home Depot,Home Depot - hardware fix,-282.43,Repairs & Maintenance,,ambiguous
fb176e06-c6b6-4c61-8643-4299903f2831,2026-03-16,ent_003,Home Depot,Home Depot - power tools,-1216.9,Equipment,,ambiguous
70270220-6f7d-49eb-8ef0-463ebae3ca1f,2025-10-10,ent_002,Shell Gas Station,Shell Gas Station - fuel - delivery vehicle,-91.69,Repairs & Maintenance,,ambiguous
1e25c4fd-2152-4b48-be4d-7819ed998462,2025-09-07,ent_002,Meta Ads,Meta Ads - local promo campaign,-417.14,Marketing,,obvious
9304c6fb-ae42-4a05-93a4-12d35aa68449,2026-01-27,ent_004,Chase Business Banking Fee,Chase Business Banking Fee - wire transfer fee,-944.67,Bank Fees,,obvious
0bedabdc-721d-4e03-9346-a81686eee07e,2025-07-30,ent_001,Costco Wholesale,Costco Wholesale - paper goods,-147.89,Office Supplies,,ambiguous
34cdb7c6-b69b-4abd-b9b6-5a384fd537fb,2026-04-12,ent_002,Amazon,Amazon - tools,-2186.79,Equipment,,ambiguous
ff7363c3-c151-47cb-9637-f38bcd78cab0,2025-08-29,ent_004,Google Ads,Google Ads - social media ads [unusually large vs vendor history],-19935.46,Marketing,outlier_amount,anomaly
58b4c7ec-9eb3-4bd0-b4c2-f52d6a5c2da2,2025-12-20,ent_001,Reliable Plumbing Co,Reliable Plumbing Co - trade contractor payment,-1236.7,Subcontractor Payments,,obvious
8bb24266-3a96-4369-8c0a-101b77948fa5,2025-07-06,ent_003,Meta Ads,Meta Ads - local promo campaign,-1807.39,Marketing,,obvious
12c6d1a5-6413-479a-84e3-0dc0d5664696,2026-06-09,ent_001,Google Ads,Google Ads - local promo campaign,-2021.15,Marketing,,obvious
1a100afa-55da-41ef-bd1c-4db6fa6c00a2,2026-02-19,ent_004,Square Payment,Square Payment - contractor invoice via Square,-3404.81,Subcontractor Payments,,ambiguous
72eadacf-1aaa-4d52-bfa8-c3010b2ae2c9,2025-07-28,ent_003,Ferguson Building Materials,Ferguson Building Materials - hardware order,-1022.97,Materials & Supplies,,obvious
70403faa-22f7-4644-afc2-be2c5963b077,2026-01-22,ent_001,Goldfarb & Associates Legal,Goldfarb & Associates Legal - legal consultation,-539.93,Professional Fees,,obvious
deebc7af-0b5c-4560-ac57-07345385b1cf,2026-05-19,ent_002,Marriott Hotels,Marriott Hotels - client visit - rideshare,-1242.95,Travel,,obvious
579ed26a-eb8c-4139-91a9-9aa98b3d5d6e,2026-03-28,ent_004,Microsoft 365,Microsoft 365 - cloud hosting charge,-1999.39,Software & Subscriptions,,obvious
ed8d25bb-f544-465f-8ee8-e3131205d7f9,2025-06-26,ent_004,Google Ads,Google Ads - ad campaign spend,-1599.14,Marketing,,obvious
6d3086fe-ab64-4980-a662-beee78258a6a,2026-04-27,ent_001,Shell Gas Station,Shell Gas Station - fuel - business trip,-51.86,Travel,,ambiguous
8f3eee31-dde1-452a-81bb-206f0e96863a,2026-04-20,ent_002,PSE&G,PSE&G - monthly electric bill [unusually large vs vendor history],-22486.59,Utilities,outlier_amount,anomaly
334936b1-9a9b-4e60-bb50-fbe81df27763,2025-09-18,ent_001,Amazon,Amazon - POS tablet [unusually large vs vendor history],-18695.92,Equipment,outlier_amount,anomaly
310c8f2b-3b1a-4bbe-a854-91b6eb83f6f6,2025-11-09,ent_001,Home Depot,Home Depot - lumber,-1425.89,Materials & Supplies,,ambiguous
3c81b179-93c0-4574-858c-ccc0b4c0f873,2026-02-03,ent_002,Costco Wholesale,Costco Wholesale - staff lunch,-106.28,Meals & Entertainment,,ambiguous
a25b7f4b-277a-45ba-a0dc-0e189a0468e1,2025-10-18,ent_002,Home Depot,Home Depot - site materials,-1765.57,Materials & Supplies,,ambiguous
7ca51722-d1f7-45a3-a38a-ff1d76f06d85,2026-01-10,ent_003,ADP Payroll,Payroll run - processed Saturday (off-cycle),-5958.86,Payroll,off_hours_payroll,anomaly
